attention,meditation,rawValue,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength
53,61,10,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
53,61,-110,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
53,61,20,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
53,61,229,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
53,61,229,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
53,61,167,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
53,61,-131,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
53,61,-28,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
53,61,-28,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
53,61,137,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
53,61,137,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
53,61,217,1056940,218465,22409,10955,16349,81973,1161,638718,0,0
60,60,106,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,106,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,210,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,118,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-101,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-101,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,25,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,186,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,186,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,283,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,283,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-116,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,225,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-93,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,147,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,235,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-77,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-141,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-156,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,50,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,170,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,170,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,118,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-126,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-126,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,99,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,140,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,117,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,248,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,38,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,38,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-162,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-3,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-3,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-3,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,160,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,262,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-72,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-72,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-102,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,59,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,164,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-49,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,26,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-129,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-129,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,23,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,112,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,112,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,241,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,44,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-116,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-116,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,39,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,39,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,178,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,178,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,200,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,121,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,-147,974224,146076,37454,71513,11234,58427,2940,604964,0,0
60,60,198,974224,146076,37454,71513,11234,58427,2940,604964,0,0
54,53,119,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,261,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,261,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,83,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-72,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,12,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,12,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,12,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,181,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,232,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-101,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-76,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-76,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,73,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,218,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,218,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,66,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-108,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-25,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,5,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,122,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-5,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,205,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-8,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-44,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-44,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,98,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,98,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,205,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,205,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,166,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-86,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-45,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-45,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,134,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,248,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,7,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-94,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-94,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,71,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,139,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,240,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,240,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-76,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-72,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,88,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,88,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,164,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,84,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,84,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-109,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-109,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,2,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,115,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,249,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,268,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,71,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,-85,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,26,462794,269127,55054,32400,11335,67241,6972,589982,0,0
54,53,26,462794,269127,55054,32400,11335,67241,6972,589982,0,0
53,44,-121,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,56,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,120,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,120,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,193,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,193,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-45,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-45,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,91,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,228,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,228,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,228,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,144,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-99,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-91,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-21,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,150,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,226,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,226,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-56,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-116,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,74,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,74,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,184,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,137,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,137,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-102,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-20,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,129,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,129,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,276,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,276,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,55,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,55,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-138,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-138,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,7,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-152,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-152,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-55,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,88,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,169,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,169,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-200,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-113,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,124,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,124,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,258,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,258,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,99,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-92,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-92,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,40,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,178,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,218,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,218,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,12,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-66,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,-66,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,44,44,117317,234681,79058,6410,4249,57082,1310,580917,0,0
53,67,138,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,123,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,328,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,162,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,53,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,53,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-177,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-55,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,71,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,71,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,212,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,106,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,106,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-119,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-119,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,19,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,132,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,132,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,243,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-106,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-113,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-113,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,113,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,208,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,121,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,121,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-104,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-105,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,48,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,48,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,102,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,128,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-83,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-83,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-3,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,69,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,69,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,156,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,64,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,182,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-137,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,4,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,4,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,176,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,176,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,219,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-108,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-57,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-57,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,98,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,98,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,198,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,92,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,92,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-118,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-5,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,104,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,104,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,220,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,220,96026,21636,41528,6803,1932,18803,499,142141,0,0
53,67,-4,96026,21636,41528,6803,1932,18803,499,142141,0,0
51,57,217,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-46,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-103,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,218,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,88,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,198,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,198,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,163,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-66,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,3,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,3,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,91,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,212,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,212,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,144,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-102,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-23,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-23,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,129,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,211,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,211,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-73,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-106,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-106,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,61,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,203,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,123,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,109,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-67,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,225,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,7,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,96,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-42,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,219,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,82,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,75,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-102,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-102,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,52,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,156,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,203,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-120,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-120,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-102,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-102,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,70,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,168,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,76,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,76,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-129,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,44,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,103,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,103,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,230,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,230,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,22,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,22,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-77,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,60,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,60,242550,211550,8430,50767,12326,60371,4138,543722,0,0
51,57,-41,242550,211550,8430,50767,12326,60371,4138,543722,0,0
54,41,42,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,135,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,132,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-70,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-70,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-11,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-11,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,83,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,171,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-58,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-58,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-73,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,32,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,32,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,215,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,145,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,145,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-101,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,0,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,0,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,130,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,130,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,217,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-77,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-119,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,189,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,27,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,170,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,170,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,102,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-88,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-88,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-3,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,84,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,84,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,210,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-41,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-41,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-41,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,71,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,264,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,264,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,114,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-75,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-75,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,11,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,170,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,170,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,274,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-58,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-58,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-114,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-114,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,56,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,193,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,34,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,99,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-76,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-76,247403,336225,10416,9532,8036,103128,1662,597275,0,0
54,41,-130,247403,336225,10416,9532,8036,103128,1662,597275,0,0
53,53,-169,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-89,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-89,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,117,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,117,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,221,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-12,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-98,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,56,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,167,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,167,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,212,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-4,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-4,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-57,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,20,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,20,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,163,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,163,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,145,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-91,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-136,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-136,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,100,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,226,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,226,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,226,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-19,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-132,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,-3,239755,147898,167069,21107,16298,54237,1991,571290,0,0
53,53,98,239755,147898,167069,21107,16298,54237,1991,571290,0,0
